text,trans
きみは恋……\nわれは秋嵐……,汝于恋……\n吾于秋岚
五色の革命……\nいざ……仕ります……,五色的革命……\n现在……时机已到……
お下がりください……\n五色の嵐が……通ります……,请退下……\n五色的风暴……就要通过了……
あの時……下駄の鼻緒が……\n切れていなければ──,如果那时……木履的绳子……\n没有断开的话──
群青き導火線、杜野凛世……\nふふ……\n発火まで……ゼロ秒です……,群青导火线、杜野凛世……\n哼哼……\n距离点火……还有零秒……
あの時……貴方さまが……\n貴方さまでなければ──,那时候……\n如果您……\n不是您的话──
我は……\n自由のための……導火線なり……！,我愿成为……\n引导自由的……\n导火线……！
貴方さまが……笑い……\n心臓が鳴る……,只要您……露出笑容\n内心便开始动鸣……
78回転の……\n永遠の……時間……,78转的……\n永远的……时光……
トリガーを引けば……\n夏が……参ります……,扣下扳机……\n夏天……降临了……
発令……\n放課後楽園注意報……,注意……\n放课后乐园警报
ばかな……\n凛世……,凛世……\n真傻……
蝶よ……花々に飽いたら……\n凛世に……とまれ……,蝴蝶啊……如果你在花丛中玩够了\n还请停在……凛世身边……
あれは……\n何色だったでしょう……,那是……\n什么颜色来着……
チェック……ワン……ツー\n感度……良好……,测试……one……two\n灵敏度……正常……
プロデューサーさま、その……ゆく雲の『白き』……──よき日でございます……,制作人阁下，看那……\n行云的“白”……\n——此乃吉兆……
ふふ……凛世も……持って参りました……感謝の日だと……聞いておりますゆえ……,哼哼……\n凛世也……为您带了……\n因为听说是……表达感谢的日子……
プロデューサーさま……ほら、鶯が──想う相手と……呼び交わすのでしょう……ふふ……,制作人阁下……你看\n黄莺——想与心仪的对象……\n相互呼唤吧……呵呵……
金銀砂子……\n再び……まみえることを……\n祝福する光……,金砂银粉……\n能再次……相逢之时……\n祝福之光……
月は……くまなきをのみ──\n今宵くらいは見たいのです\nくまなき心を……,月光……洒满了大地——\n而今晚想要一看的是\n阁下的真心……
お菓子を……出せ……\nいたずらするぞ……\n──ほんとでございます……,把点心……交出来……\n不然就要恶作剧了……\n是认真的……
貴方さまと、ご一緒ならば、\nどのような課題も、こなしてみせます……,只要能，和你在一起\n无论是什么难题，凛世都会克服的……
本日も、お顔を見ることができ……\n凛世は、幸せでございます,今天也，能见到您……\n凛世，真是幸福
お疲れさまでございます……\nプロデューサーさま？　少し後ろ髪が……乱れております,辛苦您了……\n制作人阁下？　后面的头发……有些乱了
何かが、掴めそうな……気がいたします,感觉，好像能……掌握些什么
凛世の、心の音が……\n聞こえてしまいそうで、ございます……,就好像，能听到……\n凛世的心声一样
漫画の中では……このようなことは記述がなく……,漫画里……没有记述这种事……
凛世の、心は……決まっております,凛世，早已……下定决心
なぜか、気持ちが……\n落ち着くようで、ございます,不知为何……\n心情似乎很平静
ふふ……\nプロデューサーさまの手……\nあたたかい……,哼哼……\n制作人阁下的手……\n很温暖……
プロデューサーさま……どうかなさいましたか……？\n 凛世は、ずっとお傍におります……,制作人阁下……有什么事吗……？\n凛世，会一直陪着您的……
ふふ……\n本日は、お傍で……見ていてくださるのですか……？,哼哼……\n您今天，会在身旁……看着凛世吗……？
凛世は、プロデューサーさまのお帰りを、\n心待ちにしております……,凛世，盼望着\n制作人阁下的归来……
プロデューサーさま……\nプロデューサーさま……,制作人阁下……\n制作人阁下……
プロデューサーさま、\n凛世を、お導きください……,制作人阁下\n请指引，凛世吧……
本日は、何を、いたしましょう……,今天，该做些，什么好呢……
プロデューサーさま……\n本日も、お傍で、勉強いたします……,制作人阁下……\n凛世，今天也会，在您的身旁学习……
いくら、貴方さまでも……\nそれは、なりません……\nご自制なさってください,即使，是阁下……\n那也是，不可以的……\n请您自制
……凛世は、悲しいです……,……凛世，好伤心……
……そのようなことをなさる、御方だったのですか？,……阁下您原来是，会做出这种事的人吗？
プロデューサーさま\n少し、困ります……,制作人阁下\n凛世，有点为难……
プロデューサーさま\n驚きますゆえ……\nどうか、ご容赦を……,制作人阁下\n因为太过震惊……\n还请原谅……
プロデューサーさま……\n身体ではなく、手を……温めていただけますか,制作人阁下……\n如果不是身体……而是温暖我的双手就好了
プロデューサーさま……\nどちらに、いらっしゃいますか……,制作人阁下……\n您究竟，在哪里啊……
凛世は、プロデューサーさまを、\nお待ちしております……,制作人阁下\n凛世会，一直等着您……
プロデューサーさま……\nお疲れで、いらっしゃいますか……,制作人阁下……\n请问您，是累了吗……


#夏叶,
ねえ、プロデューサーには\n私の感謝の気持ち、\n届かなかったのかしら……？,难道，我对制作人的感谢之情，\n是没能传达到吗……？
あら、これって……！\nありがとう、頂くわ。お返し\n期待していてちょうだい！,哎呀，这个是……！ \n谢谢，我收下了。 \n请好好期待着回礼吧！
うふふ、うれしいわ\nお返しがあるってことは、\n気持ちが伝わったのよね？,呵呵，我很开心啊\n收到回礼这件事，\n是因为心意已经传到到了吧？
短冊には『トップアイドル』\nもちろん、そう書いたわ！\n……アナタもそうでしょう？,在短笺写上了“顶尖的偶像”\n我当然会这么写了！\n……你也是这么想的吧？
月々に月見る月は\n多けれど──……\n一番綺麗な月、早く見たいわ,虽然每个月都可以看到很多的月亮——……\n但是最美丽的月亮，还是想快点看到啊
ねえ見てプロデューサー！\n仮装したカトレアの写真よ！\nどう？　可愛いでしょう？,看呀，制作人！\n卡特莱雅变装之后的照片哟！\n怎么样？很可爱吧？
いい？\n目指すならトップだけよ！,你明白的吧？\n如果定下目标的话那只有第一名哟！
おはよう、プロデューサー,早上好，制作人
……プロデューサー？\nどうしたの、ボーっとして,……制作人？\n怎么了呢，发着呆的样子
やめてちょうだい\n髪が乱れるわ,请不要这样做\n头发会被弄乱的
…………\nアナタ、自分が何をしたか\nわかっているの？,…………\n你知道你自己在做什么吗？
ちょっと！\n何のつもりかしら\n信じられないわ,等一下！\n你到底要干什么？\n真不敢相信啊
うふふっ\nもう、仕方がないわね,唔呵呵\n真是拿你没办法啊
ちゃんと謝るなら\n許してあげなくもないわ,如果你能好好道歉的话\n我也不是不能原谅你啦
もっともっと\n鍛えていかないとね！,还得更加好好锻炼一下才行呢！
白鳥！？　可愛い！　可愛いわ！　ねぇこれ使いましょうよ、プロデューサー……！,天鹅！？可爱！好可爱啊！就用这个吧，制作人……！
こういうポーズの時こそ\n体幹と腹筋が役立つのよ！\nベストショットまでキープ……,这种姿势正是\n四肢和腹部的肌肉能派上用场的时候！\n直到拍出最好的照片为止都要坚持住……
雨上がりの虹が見たいの\n一緒に来てくれる？,想看到雨后初晴的彩虹\n要一起来吗？
いつもそばで支えてくれる\nそんなことは知っているけれど\n──これからも……お願いね？,总是在我身边支持着我\n虽然这样的事我一直都知道\n——从今以后也……请多关照哦？
豪勇の特攻隊長、有栖川夏葉！\nさあ……道をあけなさい！\nテッペン、取らせてもらうわよ,豪勇的特攻队长，有栖川夏叶！\n快点……把路让开！ \n顶点，就让我取走了哟
あら、そもそも理由なんて\n必要かしら？\n戦って、勝ちたいことに,啊呀，说到底真的需要什么理由吗?\n战斗，只是为了胜利罢了
に、似合ってるならいいのよ…！\nアナタの期待に応えてみせるわ\nプロデューサー！,如，如果适合的话就好了…！\n我会回应你的期待的\n制作人！
プロデューサー！\nいつからそこに……！,制作人！\n从什么时候开始在那里的……！
今日のお仕事は何かしら,今天的工作是什么？
今日も鍛錬あるのみよ\nさあ、レッスンしましょう！,今天也只有训练哟\n来，来上课吧！
やる気はいつも充分よ！\n今日も頑張るわ！,干劲一直都是十足的哟！\n今天也努力吧！
今日は何か掴めそうな気がするわ……,今天感觉好像能掌握些什么……
信じられないわ……,真不敢相信……
……失望したわね,……真是失望啊
……何を考えているのか、説明してもらえる？,……你是怎么想的，能解释一下吗？
ちょっと！　何するのよ！,喂!　 你在干什么！
……アナタ、どういうつもり？,……你，这是什么意思？
こういうことはやめて頂戴,这种事情请别再做了
いつでも動けるように\nウォーミングアップをしておかなきゃいけないわね,为了随时都能行动\n必须要进行热身呢
もっともっと努力しないと\nトップアイドルにはなれないわ！,不更加更加努力的话\n可是成不了顶尖偶像的！
トレーニングはいつでも、どんなところでもできるのよ！,训练无论在何时，何处都能进行的哦！
アナタと一緒なら\nどんなお仕事も完璧にこなせる気がするわ！,只要是和你一起的话\n感觉不管是什么工作都能完美的完成!
プロデューサー、今日もレッスンに付き合ってくれるわよね？,制作人，今天也会陪我一起上课的吧？
お疲れ様、プロデューサー\n今日も頑張っていくわよ！,辛苦了，制作人\n今天也加把劲工作吧！
きゃっ！\nもう……\nなんてことするのよ……,呀！\n真是的……\n你干什么呀……
……ちょ、ちょっと！\nやめなさいったら！,……等，等等！\n不要这样!
……は、恥ずかしいから、やめて頂戴っ,……很，很害羞的，请住手
うふふっ、ちょっと！\nくすぐったいわ！,呵呵，等等！\n好痒啊……
あら、プロデューサー\nどうしたの？,哎呀，制作人\n怎么了？
どう？　鍛えてるのがよくわかるでしょう？,怎么样？　能一下就感觉出我有在锻炼吧？
ほら、早くしなさい！\nプロデューサーがいてくれなきゃ、始まらないじゃない,嘿，快一点！\n要是制作人不在的话，不就没法开始了吗
何よ、ボーっとして\n一緒にレッスンに行くわよ？,怎么了，发着呆\n要一起去上课了哟？
……プロデューサーには、感謝してるのよ？,……对于制作人，我一直都心怀感激哟？

#树里↓,
……やっぱ、あれじゃあ\nバレンタイン用には\nカウントされなかったか……,……果然那个\n没有被算作情人节礼物啊……
え！？　あ……アタシ、何か\nしたっけ……──あ、いや\nなんでもねーよ……さんきゅ,哎！？　我……我有做过什么吗……\n──啊，不，没什么……谢啦
──あ、アタシにか！！？\n……なら、もっとちゃんとし\nたの渡しときゃよかった……,──给、给我的吗！！？\n……早知道，\n就准备正经一点的东西了……
ふ～んふ～ふ～……\nうわっ！　プロデューサー\nいたのかよ……！,哼～哼～哼～……\n呜哇！　制作人\n你在啊……！
月見って具体的に\n何すればいいのか\nよくわかんねーよな……,赏月\n具体来说是要做什么呢\n不是很懂啊……
チョコと果穂に、お菓子用意\nしとけって言われてさ……\nん、アンタにも……やるよ,被智代子和果穗叮嘱了要准备\n好糖果……\n嗯，也会给你的一份的……
……なんだよ\n人の顔をじろじろ\n見やがって……,……干嘛啊\n直勾勾地盯着我的脸看……
アンタの言葉聞いてると、\nなんつーか自信がつくよ,听了你的话，\n总感觉变得自信起来了
アタシはこれからもっと\n頑張ってく。アンタは\nしっかりサポートしてくれよ！,我接下来会更加努力的\n你可要好好地支援我哦！
は、はあ！？ \n急に何してんだよ！,哈、哈啊！？\n你突然做什么啊！
ん……\nまあ、別に\n嫌では無いけど,嗯……\n嘛，\n虽然不讨厌啦
おい！\nふざけんのも\nいい加減にしろよ！,喂！\n开玩笑也要有个限度！
ったく\n次は無いからな！,真是的\n没有下次了哦！
アンタ……\n何がしたいんだよ……,你到底想干什么……
ふっ、あはは\nやめろってば！\nくすぐったいだろ！,呼，哈哈哈\n快住手！\n好痒啊！
クリスマスに浮かれて、風邪引\nいたりすんなよ！　体調管理も\n仕事のうちなんだからな……！,圣诞节可不要欢闹过头，染上感冒了哦！\n身体管理也是工作的一环啦……！
アンタには、ちゃんと元気で\nいてもらわねーと、\nアタシが困るから……,如果你不能打起精神的话，\n我可是会很困扰的……
なんでもいいけど\n今日もよろしく,随便怎么样都好\n今天也请多多关照
それで、\n今日は何をすればいいんだよ,所以，\n今天要干什么比较好啊
やることがあるなら\n早く言えよな,要是有事情要做的话\n早点说啊
今日はなんか掴めそうな気がすんだよな……,总感觉今天好像能学到什么啊……
おいっ、ふざけんな！\n何考えてんだアンタは！,喂，别开玩笑了！\n你在想什么啊！
わっ、ちょっ、おいっ！\nどこ触ってんだよっ！,啊，等，喂！\n你在摸哪里啊！
サイテ－な野郎だな！\n次やったら\nマジで許さね－ぞ！,真是个最差劲的混蛋啊！\n下次再敢的话\n绝对饶不了你！
ちょっ、いきなりなんだよ！,等，突然之间干什么啊！
わっ！\nテメ－気安く触んな！,啊！你小子不要随便碰我！
……おい、怒るぞ？,……喂，会生气的哦？
しっかりしろよ\nなにボ－っとしてんだ？,振作一点啊\n在那里发什么呆？
なんだ？\nバスケの試合、\nテレビでやってんのか……,什么嘛？\n电视上，\n有在播篮球比赛啊……
ふわぁ……\nなんか眠くなってきた……,呼哇……\n有点困了啊……

#甘奈（缺少三四轮1突语音）↓,
やっほー\n今日もよろしくね☆\nプロデューサーさん！,yahoo——\n今天也请多关照☆\n制作人！
今日はレッスン？\nそれともお仕事かな？,今天是要上课吗？\n还是说有工作？
今日の調子もまーまーってところかな\n頑張っていこうね,今天的状态也还不错\n继续努力吧
今日はなんか\n成長できる気がするんだー☆,感觉今天\n自己会有所成长呢──☆
まさか、甜花ちゃんにも\nおんなじことしてないよね……？,该不会，对甜花\n也做了这种事吧……？
プロデューサーさん……\nこういうことするんだ……,制作人……\n原来会做这种事啊……
やっていいこととダメなことがあると思うな,有些事可以做有些事不可以做哦
甜花ちゃん？\nあ、プロデューサーさんか,甜花？\n啊，原来是制作人啊
プロデューサーさん？\n何かあったのかな？,制作人？\n发生了什么事吗？
急に触られたら驚いちゃうから\n声かけてほしいなっ,突然被碰的话会吓一跳的\n希望能事先说一声呢
お、このファッション雑誌いい感じかも！\n後で読ませてもらうね,哦，这个时尚杂志看起来不错！\n一会儿再读吧
まだ少し時間あるから、ネイルしてるね～,还剩下一点时间，修一下指甲哦～
甜花ちゃんどうしてるかな～\nプロデューサーさん知ってる？,甜花，现在在做什么呢～\n制作人知道吗？
あっ！\nプロデューサーさん！\nねぇねぇ、今日の甘奈どう？,啊！\n制作人！\n今天的甘奈感觉如何？
えへへ、準備ならいつでもオッケーだよ☆\n何でも来いってカンジかなっ,诶嘿嘿，无论何时都做好准备了哦☆\n就像“放马过来吧”这种感觉吧
甘奈、絶好調ー！\nこれもプロデューサーさんのおかげかな,甘奈，绝佳状态——！\n这大概也是多亏了制作人吧
めっ！　こーゆーこと\n甜花ちゃんにはしたらダメだからね！,这种事\n绝对不能对甜花做啊!
プロデューサーさん\n甘奈、こういうことは……あんまり……,制作人\n甘奈，对这种事……不是很……
もう、ほどほどにしないとダメだぞっ！,真是的，不适可而止不行哦！
甘奈にはいいけど、甜花ちゃんはビックリしちゃうから\n気を付けてあげてね～,甘奈倒是没有关系，不过甜花会吓一大跳的\n要小心点哦～
プロデューサーさん！　何々どうしたの～？\n甘奈、気になっちゃうよ～,制作人！　怎么了～？\n甘奈，好在意哦～
気楽に声かけてくれていいよ\nプロデューサーさんと甘奈の仲だもん☆,打招呼轻松一点也没关系哦\n制作人和甘奈是好朋友嘛☆
プロデューサーさん！　甘奈、いい服見つけたんだ！\n今度見てほしいな！,制作人！　甘奈，发现了一件特别棒的衣服！\n下次一起看看吧！
えへへ、今日のネイル、イイ感じじゃない？\nねえねえ、どうかな？,诶嘿嘿，今天的指甲，不觉得很不错吗？\n你觉得呢？
最近ね、甜花ちゃん楽しそうなんだよ！,最近呢，甜花好像很开心的样子哦！
プロデューサーさん！\nなーんか、忘れちゃってたり\nしないかな～、なんて,制作人！\n是不是忘记了什么事情～之类的
えーっ！　もらっていいの？\n今度、ぜーったい\nお礼するからね☆,诶——！　真的可以收下吗？\n下次、一～定会好好回礼的☆
素敵なお返し、ありがと！\nえへへ、もったいなくて\n食べられないかも☆,真棒的回礼，谢谢你\n诶嘿嘿，吃掉的话\n就太浪费了呢☆
甜花ちゃんと一年に一回しか会えないなんて甘奈は絶対に無理！　織姫と彦星は強いなぁ……,和甜花一年只能见一次面什么的\n甘奈绝对不行！\n牛郎和织女真厉害啊……
プロデューサーさん、見て見てっ！　お供え物のお団子、ウサギさんの形にしてみたよ☆,制作人，快看快看！\n我试着做了兔子形状的贡品团子哦☆
ハロウィンって、普段できない格好できるから楽しいよねっ☆　どんなのにしよっかな〜,万圣节\n能穿上平时不会穿的衣服真开心啊☆\n该怎么办呢～
ね、プロデューサーさん\n甘奈、どうかな？,制作人\n甘奈，怎么样？
甜花ちゃんのこと考えてたんだ\n今頃何してるかな～って\n気になっちゃって,一直在思考甜花的事情\n现在在做什么呢～\n在意的不得了
プロデューサーさん、\n甘奈のこと、\nちゃんと見ててよね！,制作人\n要好好看着甘奈啊！
えっ！　もしかして\n髪ハネちゃってる！？,欸！莫非是头发散了！？
えへへっ……\nプロデューサーさんの手\nあったかくて……安心……,诶嘿嘿……\n制作人的手\n很温暖……让人感到安心……
えっと……\nやめて……くれる……？,那个……\n能……住手吗……？
……ごめん\nプロデューサーさんでも\nこれは……ダメ……,……抱歉\n就算是制作人\n也不……可以……
ひゃっ！\nちょっと～、しわになるから\nやめてくれる～？,欸！\n等等，会起褶的\n能不要这样吗～？
えへへっ、ざーんねん☆　\n気づいてるから\n驚かないもーん！,诶嘿嘿，可惜☆\n早就注意到了\n所以不会被吓到！
う～ん……こんなカンジかなぁ\nあ～！　でもそろそろ出ないと\n待たせちゃうよ～！,嗯……是这种感觉吗\n啊～！再不出门的话\n就让别人久等了～！
みんなで咲かせたステージ\nすっごく素敵だったね☆,大家一起绽放的舞台\n真是超～级棒啊☆
忘れ物は……ないよね！\nショッピングに集中したいから\n心配事はなくさないと……,
これからも、もっともっと\n素敵なステージを咲かせて\nいきたいな……,
プロデューサーさん\nあのクラゲ、他のよりなんか\nふわふわしてるよ～☆,制作人\n看，那个水母\n比其他的都轻飘飘的～☆
イルカは外せないし……\nクリオネも見たいよね☆\n時間足りるかなぁ……,海豚绝对不能错过……\n也想看看裸海蝶啊☆\n时间还充足吗……
えへへ、美味しそうだね☆\n早く事務所に戻って\n一緒に食べたいなっ！,诶嘿嘿，看起来很美味啊☆\n快点回到事务所\n一起享用吧！
雲間から差し込む光……\nめっちゃ綺麗だったね……,从云的缝隙之间透出来的光……\n真是太美了……
みんなのハートも……\nあたたかに……,大家的心……\n也温暖起来
甘奈と一緒に空中散歩！\n背中を押してくれたら\nもーっと高く飛べちゃう☆,和甘奈一起空中散步！\n从后背推的话\n还能飞的更高哦☆
甘奈の未来\nプロデューサーさんとなら\nきっと素敵になるよね,甘奈的未来\n如果有制作人在的话\n一定会变得很棒
目を閉じたら……\n甘～い夢、見られるかな？,闭上双眼的话……\n会有一个甜～美的梦吗？

#甜花（缺少p模式高好感语音）↓,
甜花……頑張りましゅ！,甜花……会努力的！
にへへ……\nバニラも……チョコも……\n美味しい……,诶嘿嘿……\n香草……巧克力……\n都很好吃……
なーちゃんは……\nいつも優しくて、元気で……\n甜花、大好き……,小奈……\n总是那么温柔，那么有活力\n甜花，最喜欢了……
あ、プロデューサーさん……\n今日は……何をするの……？,啊，制作人先生……\n今天……要做什么……？
あうぅ……\n事務所に来るの、疲れちゃった……,啊呜……\n来事务所，好累啊……
甜花……今日は……\nどうすればいい……？,甜花……今天……\n该怎么办……？
甜花……新しいことが、できそう……,甜花……好像能做到什么新的事情……
あう……それは……\nや、やだ……,啊呜……那里……\n不、不要……
え……？\nええ……？？,哎……？\n哎……？？？
そこは……\nプロデューサーさんでも、\nダメ……,那里……\n即使是制作人\n也不行……
これ……\nお仕事、なの……？,这个……\n也是工作吗……？
甜花……それ、こ、困る……,甜花……那个，很、很困扰……
プ、プロデューサーさん……\nどう、したの……？,制、制作人先生……\n怎、怎么了……？
あ、あれ……プロデューサーさん……いるの……？,啊，咦……制作人……在吗……？
今日は……お休みかな……？,今天……休息吗……？
甜花……ひとりだと……\n何もできない……,甜花……一个人的话……\n什么也做不到……
アイドル……楽しいから……\nなんでも、できるよ……,做偶像……很开心……\n所以不管什么，都能做到……
今日の甜花……\nやる気、いっぱい……！,今天的甜花……\n干劲，十足……！
にへへ……甜花……お仕事も、レッスンも頑張るね……,诶嘿嘿……甜花……工作和，训练都要加油……
え、えっと……\nプロデューサーさん……\n甜花に……触りたいの……？,那、那个……\n制作人先生……\n想碰……甜花吗……？
あう……なーちゃんも、そんなとこ……触らないよ……,啊呜……就连小奈，也不会碰……那种地方的……
え、えっと…………\nプロデューサーさん……楽しいの……？,那、那个……\n制作人先生……开心吗……？
にへへ……\nく、くすぐったい……,诶嘿嘿……\n好、好痒……
こ、こういうの……なーちゃん以外だと……\nき、緊張する……,这、这种事……除了小奈以外……\n好、好紧张……
えへへ……マッサージ……？\nき、気持ちいいかも……,诶嘿嘿……按摩吗……？\n可，可能会很舒服……
プロデューサーさん……甜花は、ここにいるよ……,制作人先生……甜花，就在这里哟……
えっと……待ってるあいだ、ダンスの勉強……\nしようかな……,那个……等待的期间，要不要……\n练习跳舞呢
お仕事まで……\nネット……見てようかな……,工作开始前……\n先……上会儿网吧……
ぷ、プロデューサーさん……\n今日は……えと、その……\n……なんでもない、です……,制、制作人……\n今天……是，那个……\n……没，没什么……
これ、もらっていいの……？\nにへへ、ありがと……\nでも、なんでだっけ……？,这个，真的可以收下吗……？\n诶嘿嘿，谢谢……\n但是，为了什么来着……？
甜花の、へたっぴだった……\nでも、もらっていいの……？\nなら……一緒に食べたい、な,甜花的，做的一团糟……\n但是，真的可以收下吗……？\n那么……一起吃吧，可以吗
お願いごと、何にしよ……\n……あ、そうだ……お仕事の日、起きれますように……！,愿望，许什么好呢……\n……啊，对了……工作的日子，希望能起得了床……！
お月様、見たい……けど、眠い……そうだ、今からお昼寝してれば……眠く、ならない……！,好想看，月亮啊……但是，好困……对了，如果现在开始就午睡的话……晚上，就不会困了……！
い、いたずらしちゃうぞ～！\n……え？　えと……いたずらって……何するんだろ……？,要、要恶作剧了哦～！\n……哎？　那个……恶作剧……到底要做什么来着……？
あ、プロデューサーさん……,啊，制作人……
ん、んんー……\n寝癖……あった……？,唔、嗯嗯……\n头发……睡乱了吗……？
にへへ……\n甜花、頑張った……\nだから……もっと……,诶嘿嘿……\n甜花，努力了……\n所以……再来……
……や……\nやめて、くださいぃ……！,……请……\n请不要，这样做……！
これ……\nなーちゃん、言ってた……\n変なこと……？,这个……\n就是小奈说过的……\n奇怪的事……？
プロデューサーさん……？\n服、変だった……？,制作人……？\n衣服，很奇怪吗……？
今日の甜花は、完璧……！\n髪、跳ねてないし……\n服も、裏表逆じゃない……！,今日的甜花，很完美……！\n头发，没有乱……\n衣服也，没有搞错正反……！
たーまやー……\n……たまやさんって、何屋さんなんだろ……,玉——屋——……\n……玉屋是，什么店来着……
……やっほー……,……呀嚯——……
プロデューサーさんの、おかげで……\n甜花も、咲けたんだ……,多亏了制作人……\n甜花也，绽放了呢……
これからも、甜花と、なーちゃんと、千雪さんで……満開の、アルストロメリア……！,甜花，小奈和千雪从今以后也要一起，……满开的，ALSTROEMERIA……！
…………………………\n…………～～ぷはぁっ！,…………………………\n…………～～噗哈！
お花の、妖精さん……\nお花畑で……お昼寝中……,花之妖精……\n正在在花田之中……午睡……
きらきら～……\nきらきらきら～……,

#千雪↓,
プロデューサーさん\n……ふふ、とっても眠そう,制作人先生\n……呼呼，看着非常困的样子
プロデューサーさん……\nもう、また裾がほつれちゃってますよ？,制作人先生……\n真是的，衣领又开线了哦？
プロデューサーさん\n今日も応援してくださいね！,制作人先生\n今天也请为我加油哦！
もう……！　今回だけは、内緒にしてあげます,真是的……！只有这次，我会保密的
こらこら、だめですよ\n……だーめ！,哎呀哎呀，不行哟\n……不行！
こ〜ら、他の子にしちゃだめですよ？,哎呀，不能对别的孩子这么做哦？
ふふ、くすぐったいです～\nめっ、ですよ？,呵呵，好痒～
もう、いたずらするのはどの子ですか,真是的，是哪个淘气的孩子呀
ふふ、プロデューサーさんは\n甘えん坊さんなんですか？,呵呵，制作人先生\n是个爱撒娇的孩子吗？
プロデューサーさん\nお茶にしませんか〜？,制作人先生\n要喝杯茶吗～？
プロデューサーさ〜ん……\nもう……からかわないでください〜,制作人先生……\n真是的……请不要捉弄我～
プロデューサーさん\nふふ、だーれだ？,制作人先生\n呵呵，猜猜我是谁？
ふふ、今日もレッスンがんばります♪,呵呵，今天也会努力上课的♪
おはようございます\n……え？　つ、疲れてなんてないですよ〜,早上好\n……诶？　我一点都不累哟～
プロデューサーさん、何か繕い物はないですか？,制作人先生，有什么要补的吗？
今なら、何かが掴めそうな……,现在的话，应该能掌握点什么……
プ、プロデューサーさん？　どうされたんですか？,制，制作人先生？　你怎么了？
や、やめないと怒っちゃいますよ？,不，不住手的话会生气的哦？
プロデューサーさんは\nそんな人じゃない……ですよね……？,制作人先生\n不是那种人……对吧……？
……プロデューサーさん、\n女の子に急に触っちゃ、だめなんですよ？,……制作人先生\n不能突然碰女孩子哦？
きゃっ！\nび……びっくりしました,呀！\n……吓了我一跳
こ～ら、プロデューサーさん\nそういうのはダメです,哎呀，制作人先生\n这样是不行的
プロデューサーさ〜ん……\nあれ……？,制作人先生……\n咦……？
プロデューサーさん\n小物を買うときは、連れていってくださいね？,制作人先生\n买小饰品的时候请带我一起去，好吗？
プロデューサーさん\n眉間にしわが寄ってますよ？,制作人先生\n你的眉间有皱纹哦？
プロデューサーさ〜ん……\n……私、期待しちゃってた\nみたいです……,制作人……\n我，好像是在期待着什么呢…
そっかぁ、今日はホワイト\nデーでしたね……！　ふふっ\nありがとうございます♪,这样啊，今天是白色情人节啊……!　呵呵…\n十分感谢♪
わ……！　お返しなんて……\nでも、とっても嬉しいですっ\n……ありがとうございます,哇……！　回礼什么的……\n不过，我非常的开心呢……\n谢谢。
お願いごと……アイドルとして頑張っていれば、あの星まで届くでしょうか……？,想要实现的愿望……如果作为偶像努力下去的话，有朝一日能否传达到那颗星星上呢……？
プロデューサーさん。\nせっかくなので、お月見しな\nがら少し休憩しませんか？,制作人。\n机会难得\n趁赏月的时候休息一会怎么样？
わんわんっ！　……ええと、\nハロウィンなので、いたずら\nのつもりでした……！,汪汪！　……那个\n因为是万圣节，所以本打算恶作剧一下的……!
挨拶は、プロデューサーさんに\n教えていただいた\n基本、ですから,因为问候，是制作人告诉我的\n最基本的事
……私にできることがあったら\nなんでも、言ってくださいね,……只要是我能够做到的事\n不管是什么，都请和我说哦
いつか、プロデューサーさんに\n本当に頼ってもらえるように\nなりたいなって……,有朝一日，\n希望能让制作人真正的依靠我呢……
なでなで……？\nもう、ふふ……\n子どもじゃないですから,摸头……？\n真是的，呵呵……\n又不是小孩子了
──優しいです、それは……\nずるいです……,──真温柔呢，但是……\n好狡猾啊……
あっ……ええと……\nどういう……,啊……那个……\n这到底是……
ダメです、プロデューサーさん\nそういうの、\n勘違いされちゃいますよ？,不行的哦，制作人\n那样做会被人误会的哦？
わ、すみません……！\n私、ぼんやりしてました……？,哇、对不起……！\n我，刚才发呆了吗……？
──いたた……\n筋肉痛みたいです\nふふ、見抜かれちゃいますね,──疼疼疼……\n肌肉好像开始疼了\n呵呵，被看穿了呢
この場所には……\n小さな幸せが、\nたくさんですね……！,在这个地方……\n堆积着许多小小的幸福……！
幸せ──……\nプロデューサーさんの\n優しさのおかげです,好幸福──……\n是因为制作人的温柔呢
今、この時間だけは\n──ふたり占め……なんて,仅仅此时此刻\n──只属于二人的时间……什么的
人が、観覧車に乗る理由──\n……こんな時間を過ごすため\nなのかもしれないなぁって,人们，乘坐摩天轮的理由──\n……可能就是为了\n度过这样的时间也说不定
神様も知らない　秘密の花園\n夜が明ける前に会いに来て──,连神也不知道的　秘密的花园\n在拂晓之前来与我相见吧——
どんな夜明けも、\nプロデューサーさんと一緒なら\n大丈夫だから……,无论是怎样的黎明，\n只要和制作人在一起的话\n就没问题了……
今日のステージをたとえるなら\n開花の時──そんな気持ちです\n……ふふ、大げさでしょうか？,如果要拿今天的舞台作比喻的话\n开花之时──那样的心情\n……呵呵，是不是太夸张了呢？
今日の桑山千雪も、\nきっと見守っていてくださいね,今天的桑山千雪\n也请你好好的守护着哦

#朝日↓,
願いって、誰が、どうやって聞き届けてくれてるんすかねぇ……,愿望，到底是谁、通过什么方法接收到的呢…
あのウサギ、すごい進化してるっすよね！　酸素がなくても生きられるってすごいっす！,那只兔子，进化的很厉害啊！　不需要氧气也能生存什么的，真厉害呢！
